# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
175.8633	-37.1903	5.98	+1.46				-15.0	-24.0
190.3175	-13.0150	5.98	+0.42				-127.0	8.0
192.9867	-39.6808	5.98	-0.10				-35.0	-28.0
204.2750	-44.1433	5.98	+0.94				-50.0	-20.0
205.7292	-41.4011	5.98	+1.02				-59.0	-49.0
205.9167	-42.0675	5.98	-0.08				-26.0	-6.0
205.6808	34.9889	5.98	+0.85				13.0	12.0
205.5962	82.7525	5.98	+1.01				35.0	-41.0
214.0175	18.9119	5.98	+0.26				43.0	-28.0
227.5312	-38.7925	5.98					-6.0	-23.0
230.6554	62.0472	5.98	-0.03				10.0	-34.0
243.6396	73.3950	5.98	+0.08				-5.0	40.0
250.7750	77.5142	5.98	+0.42				48.0	212.0
256.5846	-37.2275	5.98	+0.07				12.0	-23.0
261.4767	16.9175	5.98	+1.62				-8.0	11.0
267.7017	22.3164	5.98					14.0	-16.0
287.9417	31.2833	5.98	-0.07		19	Lyr	-2.0	-3.0
294.2188	11.2733	5.98	+0.88				18.0	5.0
312.4075	12.5453	5.98	+0.43		15	Del	57.0	98.0
319.3096	55.7981	5.98	+1.45				18.0	17.0
336.9425	31.8403	5.98	+1.45				45.0	34.0
340.6538	-47.2106	5.98	+0.58				9.0	-326.0
351.9183	25.1672	5.98	-0.06		69	Peg	26.0	-41.0
354.8379	74.0028	5.98	+0.89				-12.0	4.0
2.0725	-8.8239	5.99	+1.04				-52.0	-33.0
11.8483	6.7408	5.99	+0.94		60	Psc	14.0	-15.0
16.0100	52.5022	5.99	+1.47				1.0	-59.0
25.4133	30.0472	5.99	+1.01				-15.0	-6.0
52.4129	-6.8050	5.99	+1.02				-96.0	-104.0
52.6542	-47.3753	5.99	+0.11				69.0	11.0
65.8850	20.9822	5.99	+0.03				16.0	-28.0
70.4596	38.2803	5.99	+0.57				241.0	-93.0
73.7113	0.4675	5.99	-0.12				0.0	3.0
79.8487	-27.3689	5.99	-0.04				0.0	-10.0
89.1167	9.5097	5.99	-0.07				0.0	-1.0
93.8738	-4.9153	5.99	+0.09				25.0	-45.0
93.8229	-18.4767	5.99	+1.06				16.0	-48.0
110.5146	0.1772	5.99	-0.07				1.0	4.0
117.9862	19.3253	5.99	+1.13				-55.0	-32.0
119.6313	16.5186	5.99	+1.47				-6.0	-1.0
120.3763	16.4553	5.99	-0.02		5	Cnc	4.0	-5.0
119.7575	-45.2161	5.99	-0.14				-11.0	-4.0
121.5767	22.6356	5.99	+1.66	μ¹	9	Cnc	-8.0	-5.0
127.4400	-46.3319	5.99	-0.15				-29.0	2.0
128.9625	6.6200	5.99	+0.52				-128.0	-143.0
133.0483	45.3125	5.99	+1.26				-26.0	-37.0
133.0417	42.0025	5.99	+1.25				-39.0	-71.0
141.0238	-61.6489	5.99	+1.06				16.0	-51.0
163.4250	-70.7203	5.99	-0.02				-34.0	-6.0
169.8187	-64.5825	5.99	+0.46				-302.0	44.0
195.1496	-3.3686	5.99	+1.12		46	Vir	-25.0	50.0
196.8508	-59.8606	5.99	+0.48				-27.0	-12.0
196.5883	21.1533	5.99	+0.39		39	Com	-69.0	-46.0
210.3350	8.8947	5.99	+0.09				36.0	-7.0
228.5254	31.7881	5.99	+1.52				43.0	-18.0
250.9654	34.0389	5.99	+0.29				-71.0	58.0
257.0621	-17.6092	5.99	+1.01				6.0	-32.0
258.8346	-14.5839	5.99	+1.10				-12.0	-1.0
265.3408	51.8181	5.99	+1.05				-28.0	-14.0
270.1517	33.2139	5.99	+1.51				-3.0	-19.0
274.5321	18.1314	5.99	+0.03				-6.0	-4.0
274.9671	29.6661	5.99	+1.29				0.0	-1.0
281.0758	61.0481	5.99	+0.96				-5.0	18.0
282.4208	-5.9128	5.99	+1.60				5.0	-6.0
302.0075	-0.6783	5.99	+1.02		64	Aql	116.0	-70.0
310.3175	14.5831	5.99	+1.24		10	Del	-6.0	2.0
312.8571	-5.6264	5.99	+0.46		4	Aqr	99.0	-1.0
315.0163	7.5164	5.99	+0.26				29.0	20.0
320.7346	-9.3194	5.99	+1.54		17	Aqr	-25.0	-26.0
326.0042	-14.7494	5.99	+0.21		45	Cap	-23.0	8.0
346.8696	21.1342	5.99	+0.26				108.0	-52.0
16.2192	5.6564	6.00	+1.51		73	Psc	28.0	-14.0
30.7196	64.9014	6.00	+0.03		52	Cas	-2.0	-15.0
37.6883	0.2553	6.00	+0.17				-53.0	-71.0
58.8179	-12.0992	6.00	+0.32				-55.0	-40.0
64.5662	-20.7156	6.00	+1.67				-13.0	12.0
82.7025	41.4619	6.00	+1.11				2.0	-35.0
84.8800	-3.5647	6.00	+0.27				-2.0	-3.0
86.6896	15.8225	6.00	-0.06		129	Tau	4.0	-4.0
88.6838	0.9683	6.00	+1.34				3.0	-3.0
94.1483	-39.2644	6.00	+0.16				-13.0	-22.0
95.6521	12.5700	6.00					-33.0	-37.0
104.7617	38.0522	6.00	+1.23		62	Aur	-43.0	-122.0
114.9917	-37.5794	6.00	-0.04				1.0	-10.0
127.2121	-9.7483	6.00	+0.42				-12.0	8.0
132.5875	-42.0900	6.00	-0.10				-11.0	-7.0
133.5746	-5.4344	6.00	+0.67				-416.0	31.0
137.9208	-39.2589	6.00	-0.11				-10.0	6.0
145.4492	-55.2142	6.00	-0.13				-18.0	-4.0
154.8617	48.3969	6.00	+1.02				-97.0	-107.0
155.1300	54.2169	6.00	+1.13				-32.0	-2.0
154.8200	-12.5281	6.00	+0.26				-14.0	-19.0
158.1983	-58.6669	6.00	+0.32				-24.0	0.0
161.2667	67.4114	6.00	+2.39				5.0	-1.0
162.0225	-59.9192	6.00	+0.27				-1.0	6.0
164.8867	36.0931	6.00	+1.59				71.0	-49.0
166.1300	38.2414	6.00	+0.16		51	UMa	-64.0	-3.0
182.7500	81.7100	6.00	+1.62				-29.0	7.0
186.8525	-63.7892	6.00	+0.07				-35.0	-18.0
189.6858	-18.2503	6.00	+0.29				-119.0	25.0
190.7879	-56.1761	6.00	-0.08				-41.0	-10.0
193.5779	-11.6486	6.00	+0.08				-141.0	13.0
195.4450	63.6103	6.00	+0.41				-180.0	29.0
204.9988	-49.9503	6.00	+1.50				-113.0	11.0
205.7337	-56.7681	6.00	-0.08				-11.0	-4.0
209.1375	-54.7044	6.00	+0.78				-38.0	-216.0
209.6662	14.6494	6.00	+1.44				-61.0	-56.0
212.3958	-51.5047	6.00	-0.06				-30.0	-7.0
215.9517	-53.1767	6.00	+1.10				-71.0	-24.0
234.8425	36.6367	6.00		ζ¹	7	CrB	-14.0	-13.0
237.0554	13.7886	6.00	+1.25				-6.0	-116.0
253.3233	47.4169	6.00	+1.32				-37.0	105.0
255.1129	-48.6478	6.00	+0.88				-3.0	-79.0
259.5208	17.3181	6.00	+0.01				14.0	-11.0
261.9062	-29.7244	6.00	0.00				-8.0	-26.0
269.6762	36.2878	6.00	+0.94				7.0	-55.0
271.2100	-35.9014	6.00	+1.16				-16.0	-35.0
274.2212	-3.0072	6.00	+0.89				12.0	-268.0
279.9700	52.1961	6.00	-0.07				4.0	28.0
288.7608	20.2033	6.00	+0.88				-12.0	0.0
289.2142	46.9992	6.00	+0.44				-8.0	295.0
310.5121	-76.1806	6.00	+0.44	μ¹		Oct	180.0	-6.0
320.0396	-45.0222	6.00	+2.33				0.0	-10.0
326.5679	-9.2758	6.00	+1.66		47	Cap	21.0	9.0
330.0329	6.7175	6.00	-0.12		18	Peg	15.0	4.0
354.6004	-76.8700	6.00	+0.90				82.0	-32.0
358.8904	57.4122	6.00	+0.21				-8.0	-3.0
358.8900	47.3558	6.00	+1.16				0.0	-5.0
2.3342	79.7147	6.01	+0.19				102.0	-27.0
9.9667	-44.7967	6.01	+1.14				45.0	0.0
23.8133	-58.1394	6.01	+0.38				277.0	-35.0
28.9742	1.8497	6.01	+0.56				158.0	184.0
32.8425	-10.0522	6.01	+0.39				-22.0	-166.0
40.5275	-38.3839	6.01	+0.92				18.0	1.0
54.6988	-27.9431	6.01	-0.02	τ		For	25.0	23.0
61.9250	15.1628	6.01	+0.40				132.0	-24.0
65.3804	-25.7283	6.01	+0.35				48.0	-50.0
68.4504	9.4131	6.01	+1.06				-16.0	-43.0
71.5700	18.7350	6.01	+1.21				72.0	-65.0
77.4379	28.0306	6.01	+0.27				54.0	-60.0
103.2642	35.7886	6.01	+1.45				-20.0	15.0
108.3496	-22.6733	6.01	+1.48				6.0	-8.0
110.2292	-26.9636	6.01	-0.17				10.0	19.0
115.1479	-8.1858	6.01	+0.15				16.0	-37.0
120.4267	60.3244	6.01	+0.14		53	Cam	-37.0	-20.0
123.2492	16.5142	6.01	+0.89				-9.0	-19.0
126.1517	-4.7169	6.01	+0.46				22.0	-51.0
126.3296	-21.0458	6.01	+0.40				-19.0	61.0
137.5871	21.9964	6.01	+0.90		79	Cnc	5.0	6.0
141.5929	-1.4639	6.01	+1.32				-1.0	-3.0
147.8083	-4.2433	6.01	+0.17		6	Sex	13.0	-28.0
156.8554	-65.7047	6.01	+0.09				-82.0	23.0
182.6921	27.2814	6.01	+0.11				-9.0	-14.0
194.6971	75.4725	6.01	+0.99				8.0	10.0
203.0117	-18.7289	6.01	+0.18		73	Vir	-99.0	-14.0
204.7046	-57.6231	6.01	+1.14				-6.0	-14.0
207.6029	5.4972	6.01	+0.90				9.0	-3.0
218.0842	26.6772	6.01	+0.22				-64.0	-29.0
223.3487	19.1528	6.01	+0.83				-452.0	216.0
228.1408	-72.7703	6.01	0.00				-24.0	-7.0
231.0213	45.2711	6.01	+1.20				-14.0	8.0
235.2467	16.0247	6.01	+0.90	τ6	19	Ser	28.0	-13.0
236.8708	-37.9164	6.01	+0.72				-430.0	-217.0
237.8812	-47.0606	6.01	+1.16				-112.0	-30.0
240.8929	-32.0006	6.01	+0.47				-44.0	-28.0
256.3204	0.7025	6.01	+0.58				-3.0	-338.0
258.2446	-32.4386	6.01	+0.07				13.0	-12.0
266.2325	-57.5453	6.01	+0.90				10.0	-2.0
269.6629	-28.7592	6.01	-0.08				0.0	-9.0
274.0233	2.3778	6.01	+1.59				-3.0	-15.0
280.9004	36.5567	6.01	+1.04				24.0	65.0
285.0146	-66.6533	6.01	+0.97				3.0	-40.0
285.2300	33.8022	6.01	+0.97				7.0	3.0
295.2729	13.8156	6.01	-0.08				-2.0	-10.0
300.3496	-22.7372	6.01	+0.97				10.0	-14.0
303.1325	51.4636	6.01	+1.14				-11.0	-14.0
310.0746	60.5053	6.01	+0.46				15.0	190.0
314.6746	-14.4828	6.01	+0.23				-42.0	-2.0
326.3700	-71.0089	6.01	-0.10				9.0	-19.0
330.1004	-55.8828	6.01	-0.10				10.0	14.0
332.6408	-4.2672	6.01	+0.98				76.0	-3.0
343.2658	60.1011	6.01	+1.75				17.0	2.0
1.1529	42.0922	6.01					5.0	-22.0
10.9592	-12.0117	6.02	+1.10				7.0	-204.0
19.0783	33.1147	6.02	+1.15				16.0	-33.0
22.4704	18.3556	6.02	+0.14		97	Psc	63.0	-3.0
29.6388	61.6981	6.02	-0.04				14.0	-8.0
32.8000	25.9369	6.02	+1.36		16	Ari	-7.0	-10.0
44.1392	47.1639	6.02	+1.34				4.0	0.0
47.6125	26.8964	6.02	+1.28				4.0	70.0
57.2842	43.9631	6.02	+0.29				1.0	21.0
67.9658	15.8517	6.02	+0.34		85	Tau	101.0	-27.0
69.1217	23.3408	6.02	+0.38				112.0	-55.0
77.5788	37.3019	6.02	+0.72				4.0	-6.0
85.7242	-6.7961	6.02	+0.40				-3.0	68.0
89.2338	24.2497	6.02	+0.39				2.0	0.0
106.3267	22.6372	6.02	-0.03		44	Gem	-6.0	-13.0
105.2712	-58.9400	6.02	+0.30				-58.0	144.0
108.0083	-63.1900	6.02	-0.02				-3.0	0.0
110.8675	22.9453	6.02	-0.01		58	Gem	-22.0	-36.0
115.0292	5.2308	6.02	-0.04				-8.0	-23.0
115.6812	34.0003	6.02					-80.0	-3.0
117.7737	54.1292	6.02	+0.46				-41.0	51.0
118.9437	-43.8450	6.02	-0.11				-12.0	2.0
119.8963	13.2422	6.02	+1.32				-19.0	-11.0
120.0621	-48.9814	6.02	+0.04				-15.0	47.0
123.0529	17.6478	6.02	+0.54	ζ¹	16	Cnc	66.0	-135.0
126.1783	42.0050	6.02	+1.59				15.0	7.0
138.8229	-58.3886	6.02	-0.10				-22.0	-6.0
146.8896	11.4289	6.02	+1.30				2.0	-42.0
148.0508	2.4542	6.02	-0.04		7	Sex	-181.0	92.0
153.6238	21.1678	6.02	+0.56				-142.0	-82.0
156.8667	41.6008	6.02	+0.17				-55.0	-76.0
160.5471	31.6969	6.02	+1.62				8.0	-21.0
165.0858	42.9114	6.02	+0.57				-109.0	-132.0
166.6221	-58.6753	6.02	+1.24				-15.0	0.0
170.7138	64.3306	6.02	+0.09				-5.0	34.0
176.0550	25.2183	6.02	+1.53				-14.0	12.0
187.4912	-41.7361	6.02	+1.52				8.0	-25.0
192.9037	3.0567	6.02	+1.29		37	Vir	-35.0	20.0
195.1358	-33.5053	6.02	+0.38				-78.0	-79.0
197.4112	37.4231	6.02	+1.15				-103.0	5.0
199.7675	35.1281	6.02	+0.24				-30.0	19.0
200.2013	-55.8006	6.02	+0.29				-9.0	4.0
205.9779	52.0644	6.02	0.00				-26.0	-3.0
212.1129	-74.8503	6.02	+0.58				-252.0	179.0
215.8346	-50.7722	6.02	+1.36				-5.0	-4.0
217.6892	4.7722	6.02	+1.42				9.0	-12.0
219.5817	-38.7942	6.02	+1.43				66.0	-23.0
226.8350	18.4417	6.02	+0.06				43.0	-55.0
231.9121	25.1017	6.02	+1.62				7.0	-14.0
251.2508	-28.5097	6.02	+0.09				-28.0	1.0
253.8529	-63.2697	6.02	+0.05				8.0	-23.0
259.9721	-17.7564	6.02	+0.04				-10.0	-21.0
262.2337	-36.7783	6.02	+1.11				2.0	-9.0
264.1529	30.7853	6.02	+0.16				30.0	-5.0
269.2017	45.3508	6.02	+1.64				8.0	-28.0
281.0846	39.6711	6.02		ε¹	4	Lyr	3.0	59.0
283.7188	33.9686	6.02	+0.91				-8.0	3.0
289.9708	11.5350	6.02	+0.08	ω²	29	Aql	42.0	26.0
299.1842	36.2508	6.02	-0.15				4.0	5.0
322.5850	52.9581	6.02	+0.08				24.0	15.0
346.8654	32.8258	6.02	+0.12				-24.0	8.0
349.5975	41.7736	6.02			9	And	-6.0	-12.0
352.8625	-44.8436	6.02	+1.02				48.0	-25.0
18.6767	6.9953	6.03	+1.08		88	Psc	-11.0	-24.0
41.3371	4.7117	6.03	+0.31				68.0	-43.0
43.0800	-62.9097	6.03	+1.25				72.0	1.0
52.1108	22.8042	6.03	+0.95		66	Ari	-1.0	-104.0
63.4371	72.1264	6.03	+1.01				13.0	-27.0
72.1858	3.5883	6.03	+1.19				-1.0	-17.0
75.3996	61.0781	6.03	+0.41				8.0	-175.0
75.3937	-39.7181	6.03	+0.88				-1.0	30.0
81.7500	-68.6228	6.03	+0.34				1.0	-19.0
86.8612	-10.5331	6.03	+0.16				-29.0	-24.0
98.0971	11.6736	6.03	+1.07				10.0	-31.0
99.8879	28.2631	6.03	-0.08		54	Aur	-6.0	-14.0
99.6475	-16.8736	6.03	+0.03				-8.0	-23.0
107.3883	-16.2347	6.03	+0.06				-22.0	-9.0
108.6175	-10.3167	6.03	-0.18				-4.0	-11.0
116.3254	-43.7522	6.03	-0.07				-4.0	2.0
117.7596	33.2336	6.03	+0.15				-17.0	1.0
123.1287	-46.2642	6.03	-0.11				8.0	12.0
128.5554	8.4519	6.03	+0.33				-3.0	-31.0
133.2658	-56.6494	6.03	-0.02				-17.0	33.0
159.0696	-16.3444	6.03	+1.65	φ²		Hya	-26.0	-1.0
164.0604	42.0083	6.03	+1.13				14.0	-91.0
186.3129	23.9261	6.03	+1.10				58.0	-38.0
190.4550	-19.7586	6.03	+0.39				-212.0	27.0
195.7717	-71.4761	6.03	+0.05				-23.0	-14.0
218.6604	36.6258	6.03	+1.38				-29.0	-54.0
239.0271	-39.8642	6.03	+0.15				-35.0	-18.0
240.6642	-29.1358	6.03	+1.31				36.0	-13.0
250.8421	-67.4325	6.03	+0.02				12.0	-37.0
251.3738	1.0203	6.03	-0.02		16	Oph	2.0	13.0
252.1125	-14.9094	6.03	+0.20				-11.0	-4.0
254.8396	56.6886	6.03	+1.16				-51.0	37.0
262.9546	-46.0364	6.03	+0.83				1.0	7.0
264.9896	31.2025	6.03	+1.58				-12.0	15.0
268.2413	-35.6242	6.03	+0.34				46.0	-47.0
286.7179	-16.2289	6.03	-0.04				21.0	4.0
316.7304	38.7433	6.03	+1.37		61	Cyg	4126.0	3208.0
321.6875	52.8986	6.03	-0.12				17.0	8.0
333.1075	-14.1939	6.03	+0.38		39	Aqr	28.0	-42.0
339.8929	37.5928	6.03	+0.86				8.0	-1.0
358.6608	-40.3000	6.03	+0.57				368.0	28.0
7.0838	10.1897	6.04	+0.43				46.0	-207.0
10.4000	24.6292	6.04	+0.26				107.0	-16.0
15.0150	44.7133	6.04	-0.01				16.0	-23.0
15.9542	1.3667	6.04	+0.27		26	Cet	122.0	-42.0
30.7383	77.9164	6.04	+1.14				-4.0	-2.0
38.2254	15.0347	6.04	+0.54		29	Ari	-28.0	37.0
43.1337	-12.7694	6.04	+0.87				394.0	-175.0
44.5096	38.6150	6.04	+1.41				-7.0	-16.0
51.0421	12.6294	6.04	+1.23				28.0	-21.0
76.6238	61.1700	6.04	+1.37				36.0	-75.0
85.1496	31.3581	6.04	+0.04				-7.0	-20.0
93.4387	51.1725	6.04	+1.06				-7.0	-65.0
92.8662	13.6386	6.04	0.00				-5.0	-17.0
99.7721	22.0308	6.04	+1.03				11.0	-25.0
99.2579	-38.1467	6.04	+1.03				6.0	40.0
103.3912	-28.5397	6.04	+0.71				274.0	-438.0
103.7450	-2.8036	6.04	+1.10				-16.0	2.0
117.2583	13.3708	6.04	+1.38				51.0	-43.0
117.9179	-42.8883	6.04	-0.18				-16.0	4.0
139.0175	-44.8986	6.04	+0.28				17.0	9.0
149.5317	8.3142	6.04	+1.36				11.0	-24.0
153.4575	27.1358	6.04	+0.85				-18.0	2.0
156.9125	9.7625	6.04	-0.06		45	Leo	7.0	2.0
159.7100	-12.4436	6.04	0.00				-57.0	2.0
162.4737	27.9739	6.04	+0.37		44	LMi	-11.0	31.0
177.3121	16.2428	6.04	+0.27				54.0	-61.0
187.0788	-64.3414	6.04	+0.02				-68.0	-27.0
199.8288	-72.0356	6.04	+1.35				-13.0	-56.0
208.0767	12.1653	6.04	+0.04				28.0	-5.0
208.5692	-28.5697	6.04	+1.13				-170.0	-69.0
219.4429	-67.9322	6.04	+0.50				-343.0	-290.0
222.1587	-36.6347	6.04	+1.54				-14.0	-48.0
229.0437	-43.4847	6.04	-0.14				-7.0	3.0
234.6762	-39.1281	6.04	+0.21				23.0	-8.0
235.6550	-49.4894	6.04	+1.31				-4.0	-18.0
255.2437	-86.3644	6.04	+0.05				5.0	-1.0
255.9729	34.7903	6.04	+0.22				-68.0	-2.0
257.9175	49.7467	6.04					20.0	35.0
268.0196	39.9822	6.04	+1.33				-11.0	54.0
270.0142	80.0008	6.04	+0.51		40	Dra	45.0	129.0
273.2700	38.7736	6.04	-0.08				-4.0	10.0
277.7625	-41.9136	6.04	+0.14				0.0	-22.0
279.5271	39.6681	6.04	+1.65				6.0	6.0
281.2979	-61.0950	6.04	+1.46				23.0	-23.0
286.8788	-28.6369	6.04	+1.61				8.0	-10.0
291.1254	-27.8656	6.04	-0.13				4.0	-1.0
297.2592	-10.8708	6.04	+1.24				36.0	-20.0
312.9950	-33.1772	6.04	+0.03	β		Mic	15.0	14.0
318.7775	-17.3450	6.04	+0.96				-4.0	-20.0
320.3417	32.6128	6.04	+0.03				18.0	-11.0
336.4625	-75.0156	6.04	+0.64				48.0	10.0
335.9150	20.8483	6.04			33	Peg	337.0	-15.0
335.7508	62.4200	6.04	+0.05				-5.0	40.0
343.4079	-48.5981	6.04	+0.62	τ¹		Gru	216.0	-78.0
4.5717	11.2058	6.05	+1.03				-36.0	-38.0
11.5454	44.8614	6.05	-0.07				28.0	-9.0
32.3554	81.2958	6.05	+0.11				-36.0	6.0
40.4513	-3.2133	6.05	+1.17				-19.0	2.0
46.3367	40.5825	6.05	+1.01				-53.0	1.0
46.1588	1.8636	6.05	+1.04				28.0	-3.0
47.8283	-3.8117	6.05	+1.66				-6.0	-14.0
49.4958	-66.9269	6.05	+0.13				55.0	7.0
59.6788	-57.1025	6.05	+0.44				29.0	6.0
71.4808	-39.3567	6.05	+1.07				-59.0	-20.0
69.5904	-77.6561	6.05	+1.10				-10.0	-18.0
76.2271	-3.0397	6.05	-0.11				1.0	-1.0
76.6529	-13.1219	6.05	-0.06				19.0	35.0
78.4721	-52.0311	6.05	+1.39				-4.0	-24.0
84.3642	-5.9383	6.05	-0.22				15.0	2.0
85.7567	56.5817	6.05	+0.95		24	Cam	14.0	31.0
83.9012	-78.8208	6.05	-0.02	ι		Men	8.0	17.0
90.2517	27.5722	6.05	+0.25				-1.0	-4.0
90.7029	49.9056	6.05	-0.06				24.0	-46.0
90.3046	-25.4178	6.05	+0.02				-8.0	-18.0
99.9013	-23.6956	6.05	-0.03				13.0	-2.0
101.3471	-23.4619	6.05	+1.20				-38.0	42.0
104.3050	57.5633	6.05	+1.49				18.0	22.0
110.0892	-52.3117	6.05	+0.42				-36.0	134.0
111.3329	-21.9828	6.05	+0.23				-10.0	3.0
112.3413	-14.9992	6.05	+0.47				-185.0	-254.0
119.3162	8.6414	6.05	+1.00				6.0	-17.0
124.9579	3.9478	6.05	+0.97				34.0	-30.0
126.6050	-52.8075	6.05	+0.06				-37.0	-3.0
131.1250	-65.8256	6.05	+0.20				-62.0	101.0
130.8017	-79.0697	6.05	+0.23				-29.0	40.0
140.1233	-37.5814	6.05	+1.39				-17.0	-18.0
141.6842	-64.9297	6.05	+0.15				-56.0	63.0
149.4271	-48.4144	6.05	-0.14				-16.0	-15.0
157.1833	-3.7425	6.05	+0.05				4.0	-27.0
157.9525	-28.2375	6.05	+0.51				-86.0	-16.0
170.8250	0.1317	6.05	+1.46				-37.0	-18.0
173.3108	-16.2806	6.05	+0.60				-2.0	-43.0
179.7954	-51.6967	6.05	+1.28				-12.0	-3.0
180.5838	-85.6317	6.05	+1.29				-65.0	1.0
184.2638	-16.6936	6.05	+0.10				-48.0	3.0
187.8392	7.6042	6.05	+1.52				-18.0	10.0
200.7192	-72.1467	6.05	+0.09				-23.0	-13.0
205.4404	-33.5969	6.05	+1.44				-14.0	26.0
206.8063	-9.7092	6.05	+1.42				8.0	-37.0
212.6287	-70.3056	6.05	+1.74				-6.0	-10.0
239.7683	49.8811	6.05	+0.29				23.0	-41.0
243.7233	-25.4769	6.05	+0.04				7.0	-19.0
245.0179	21.1325	6.05	+0.94				-17.0	-50.0
250.9483	-38.1567	6.05	-0.06				-9.0	-49.0
251.2988	43.2172	6.05	+1.40				-15.0	-45.0
262.9350	-26.2697	6.05	-0.06				-4.0	-25.0
285.7658	-19.2453	6.05	+1.29				7.0	6.0
292.6379	3.4444	6.05	+0.01				10.0	5.0
290.4175	79.6028	6.05	+0.07				13.0	-34.0
293.9513	36.9444	6.05	-0.11		11	Cyg	8.0	-2.0
295.7896	30.6786	6.05	0.00				-12.0	38.0
295.9642	34.1625	6.05	-0.06				-2.0	3.0
297.7554	-65.6050	6.05	+0.30				101.0	-155.0
297.2983	-28.7889	6.05	+0.40				126.0	-96.0
313.9196	4.5328	6.05	+0.82				70.0	10.0
314.2942	0.4636	6.05	+1.22				18.0	-65.0
313.6846	75.9256	6.05	+0.93				29.0	43.0
315.4387	-26.8811	6.05	+0.06				15.0	-23.0
318.3596	36.6336	6.05	+0.21				-18.0	6.0
320.6746	30.3097	6.05	+1.08				15.0	4.0
343.6642	-70.0736	6.05	+0.66	ρ		Ind	-50.0	72.0
350.2083	-50.3067	6.05	+0.42				28.0	-77.0
352.6654	38.6619	6.05	+0.99				42.0	11.0
2.1392	-17.5775	6.06	+1.67				0.0	-25.0
7.0529	16.4450	6.06	+1.58		48	Psc	19.0	-15.0
8.8892	-54.8219	6.06	+1.01				27.0	-54.0
9.0288	-22.8425	6.06	+0.29				-72.0	-52.0
10.6787	-38.4633	6.06	-0.03	λ¹		Scl	3.0	-5.0
13.3675	37.4181	6.06	+1.14				13.0	-46.0
17.5479	15.6742	6.06	+1.49				31.0	-21.0
26.9437	-80.1767	6.06	+0.34	τ²		Hyi	-74.0	-71.0
28.9433	-60.8614	6.06	+0.37				4.0	56.0
33.5108	47.4842	6.06	+0.40				-63.0	-59.0
49.1462	32.1836	6.06	+0.99				-18.0	-108.0
56.0267	48.5236	6.06	+1.55				-5.0	-10.0
59.2658	23.1756	6.06	+0.02		33	Tau	9.0	-18.0
66.5879	8.5903	6.06	+0.02				-1.0	-6.0
68.3417	-10.7858	6.06	+1.38				-5.0	15.0
72.2096	75.9411	6.06	+0.28				35.0	-135.0
75.5837	74.2692	6.06	+1.57				21.0	34.0
88.0975	19.8681	6.06	+0.54				-2.0	3.0
94.7033	-15.0247	6.06	+1.66				-3.0	22.0
96.3871	23.3269	6.06	-0.03				-10.0	-23.0
99.3504	6.1353	6.06	+0.05				6.0	-1.0
115.2062	57.0828	6.06	+1.46		23	Lyn	-18.0	-5.0
114.7517	-53.2733	6.06	-0.11				-9.0	8.0
123.5458	-32.1408	6.06	-0.16				-2.0	6.0
126.2704	35.0114	6.06	+1.27				-12.0	-12.0
141.0679	-39.4258	6.06	+0.20				12.0	-36.0
147.1667	-56.4119	6.06	+0.94				-56.0	14.0
167.4163	67.2103	6.06	+0.22				-83.0	-25.0
169.3292	-67.8236	6.06	+1.76				13.0	-7.0
178.5479	-57.4100	6.06	+0.05				-14.0	5.0
181.5962	-65.7092	6.06	+0.65				-49.0	2.0
182.6408	-37.8703	6.06	+0.20				47.0	-35.0
184.2750	-65.6928	6.06	+0.03				-57.0	-1.0
185.9458	42.5428	6.06	+0.33		4	CVn	-78.0	15.0
197.7433	-52.5669	6.06	-0.09				-41.0	-17.0
207.9588	-32.9947	6.06	-0.04		3	Cen	-56.0	-27.0
212.7579	-69.7197	6.06	+0.18				-35.0	-26.0
217.4571	31.7911	6.06	-0.03				-18.0	4.0
221.8071	-21.3247	6.06	+1.65				-13.0	4.0
224.1288	-32.6367	6.06	+1.41				-8.0	-28.0
247.4375	-57.7558	6.06	+1.48				-18.0	15.0
250.2525	24.8586	6.06	+1.31				-34.0	0.0
255.9238	-47.1600	6.06					5.0	29.0
257.0567	-1.0794	6.06	+0.08				-20.0	-34.0
261.5792	7.5956	6.06	+0.58				0.0	-5.0
268.2050	-34.1142	6.06	+1.23				1.0	17.0
268.7829	-36.4758	6.06	+0.08				-14.0	-9.0
274.2538	-51.0683	6.06	-0.06				-2.0	-8.0
279.0554	65.4886	6.06	+0.28				19.0	83.0
282.4312	-72.9947	6.06	0.00				-4.0	24.0
281.9896	31.7569	6.06	-0.13				9.0	-2.0
286.2429	30.7333	6.06	+1.55				30.0	-22.0
289.7504	-15.5364	6.06	+1.43				-91.0	-267.0
290.6392	33.5181	6.06	+1.03				8.0	-33.0
297.6958	37.8264	6.06	+1.70				24.0	7.0
298.3975	59.7089	6.06	+0.02				43.0	61.0
304.9304	-1.0786	6.06	+1.09				42.0	33.0
309.8888	40.5794	6.06	-0.16				7.0	0.0
342.1842	62.9383	6.06	+1.20				7.0	-52.0
353.4812	20.8408	6.06	+1.73				-4.0	-22.0
2.0504	-2.4478	6.07	+1.38				9.0	-3.0
