# id	type	ra	dec	mag	band	majax	minax	pa	name
# OpenNGC (Mattia Verga), CC-BY-SA-4.0. J2000. Axes in arcminutes, angles in degrees.
# mag is V where measured and B otherwise; `band` says which. See NOTICE.txt.
NGC2735A	G	135.67446	25.93839	15.16	B	0.30	0.27	52	
NGC2736	HII	135.07058	-45.94806			30.00	7.00		Pencil Nebula
NGC2737	G	135.99883	21.90656	14.60	B	0.95	0.38	61	
NGC2738	G	136.00188	21.96761	13.79	B	1.36	0.62	53	
NGC2739	G	136.51179	51.74469	15.50	B	0.86	0.35	93	
NGC2740	G	136.52079	51.73531	15.02	B	0.73	0.61	52	
NGC2741	G	135.81875	18.26108	15.49	B	0.67	0.44	77	
NGC2742	G	136.88971	60.47933	11.49	V	2.86	1.49	87	
NGC2742A	G	137.49196	62.24736	13.94	B	1.57	0.67	89	
NGC2743	G	136.22525	25.00392	14.19	B	1.10	0.75	99	
NGC2744	GPair	136.16208	18.46028			1.20			
NGC2744 NED01	G	136.16125	18.45611			0.27	0.17	44	
NGC2744 NED02	G	136.16250	18.46444	13.40	V	1.66	0.81	114	
NGC2745	G	136.16387	18.25736	15.68	B	0.60	0.50	170	
NGC2746	G	136.49767	35.37739	14.18	B	1.57	1.31	51	
NGC2747	G	136.32642	18.44219	15.69	B	0.56	0.35	172	
NGC2748	G	138.42925	76.47533	11.68	V	2.60	1.11	39	
NGC2749	G	136.33883	18.31311	11.84	V	1.92	1.77	65	
NGC2750	G	136.44962	25.43742	12.59	B	2.03	1.46	82	
NGC2751	G	136.38500	18.26231	14.97	B	0.87	0.48	134	
NGC2752	G	136.42929	18.33972	14.74	B	1.74	0.33	61	
NGC2753	G	136.78442	25.34247	14.72	B	0.55	0.34	17	
NGC2754	G	136.29671	-19.08486	15.31	B	0.78	0.68	140	
NGC2755	G	136.99296	41.70894	14.26	B	1.15	0.76	127	
NGC2756	G	137.25387	53.84953	13.12	B	1.50	1.00	0	
NGC2757	Other	136.35733	-19.04781						
NGC2758	G	136.38000	-19.04278	14.04	B	1.87	0.41	18	
NGC2759	G	137.15537	37.62161	13.04	V	1.27	0.90	49	
NGC2760	G	141.05433	76.53128	14.90	B	1.21	0.27	100	
NGC2761	G	136.87846	18.43475	14.93	B	0.76	0.43	164	
NGC2762	G	137.47721	50.41825	15.86	B	0.51	0.36	180	
NGC2763	G	136.70437	-15.49978	12.07	V	2.43	1.88	136	
NGC2764	G	137.07279	21.44333	12.90	V	1.15	0.67	18	
NGC2765	G	136.90267	3.39292	13.18	B	2.74	0.93	105	
NGC2766	G	137.19808	29.86478	14.49	B	1.20	0.53	129	
NGC2767	G	137.54950	50.40131	14.51	B	0.72	0.63	167	
NGC2768	G	137.90625	60.03722	9.87	V	5.64	2.24	93	
NGC2769	G	137.63400	50.43328	13.89	B	1.61	0.37	145	
NGC2770	G	137.39046	33.12353	12.21	V	3.45	0.81	146	
NGC2771	G	137.66525	50.37986	13.90	B	1.73	1.49	42	
NGC2772	G	136.92446	-23.62142	14.21	B	1.71	1.07	170	
NGC2773	G	137.43413	7.17369	14.71	B	0.65	0.29	84	
NGC2774	G	137.66633	18.69658	14.67	B	1.19	1.17	60	
NGC2775	G	137.58383	7.03794	10.24	V	4.25	3.36	159	
NGC2776	G	138.06046	44.95483	11.68	V	2.14	0.91	111	
NGC2777	G	137.67429	7.20669	14.21	B	0.76	0.59	169	
NGC2778	G	138.10154	35.02753	12.41	V	1.30	0.98	46	
NGC2779	G	138.11787	35.05375	15.39	B	0.72	0.61	25	
NGC2780	G	138.18488	34.92558	14.21	B	1.06	0.77	147	
NGC2781	G	137.86467	-14.81683	11.57	V	2.52	1.26	78	
NGC2782	G	138.52129	40.11369	12.36	V	3.25	2.41	20	
NGC2783	G	138.41442	29.99297	13.55	B	1.98	1.10	165	
NGC2783B	G	138.38813	30.00014	15.12	B	1.45	0.28	76	
NGC2784	G	138.08125	-24.17261	10.10	V	4.82	1.85	73	
NGC2785	G	138.81412	40.91753	13.38	V	1.44	0.58	120	
NGC2786	G	138.39829	12.44081	13.86	B	0.83	0.59	77	
NGC2787	G	139.82750	69.20325	11.25	V	3.24	1.81	114	
NGC2788	G	137.26267	-67.93247	13.27	B	1.67	0.39	116	
NGC2788A	G	135.66433	-68.22683	13.99	B	2.51	0.49	55	
NGC2788B	G	135.89875	-67.96981	14.52	B	1.55	0.56	164	
NGC2789	G	138.74858	29.73028	13.06	V	1.15	0.96	36	
NGC2790	G	138.76158	19.69711	14.71	B	0.60	0.55	65	
NGC2791	G	138.75829	17.59222	15.77	B	0.89	0.32	160	
NGC2792	PN	138.11071	-42.42750	11.60	V	0.22			
NGC2793	G	139.19712	34.42981	13.39	B	1.12	0.93		
NGC2794	G	139.00746	17.58983	13.15	V	1.22	0.93	57	
NGC2795	G	139.01633	17.62836	14.01	B	1.19	1.02	166	
NGC2796	G	139.17438	30.91542	14.54	B	1.21	0.85	77	
NGC2797	G	139.09037	17.72722	14.45	B	0.66	0.58	28	
NGC2798	G	139.34496	41.99972	12.39	V	2.43	0.83	154	
NGC2799	G	139.37929	41.99408	13.71	V	1.76	0.47	122	
NGC2800	G	139.64675	52.51447	13.92	B	1.42	0.87	17	
NGC2801	G	139.18413	19.93572	15.30	B	0.96	0.78	51	
NGC2802	G	139.17263	18.96347	14.87	B	1.10	0.56	132	
NGC2803	G	139.18279	18.95458	15.16	B	0.98	0.72	138	
NGC2804	G	139.20837	20.19850	12.90	V	1.39	1.24	56	
NGC2805	G	140.08504	64.10278	11.56	V	3.39	2.76	154	
NGC2807	GPair	139.24583	20.03222			1.50			
NGC2807A	G	139.24033	20.02906	15.59	B	0.56	0.36	81	
NGC2807B	G	139.25275	20.03650	15.05	B	0.82	0.60	165	
NGC2808	GCl	138.01058	-64.86283	5.69	V	9.00			
NGC2809	G	139.27883	20.06969	13.02	V	1.24	1.08	162	
NGC2810	G	140.51875	71.84403	12.23	V	1.69	1.69	130	
NGC2811	G	139.04629	-16.31272	11.45	V	3.05	1.03	20	
NGC2812	G	139.41996	19.91889	15.89	B	0.75	0.23	154	
NGC2813	G	139.43937	19.90661	15.05	B	1.02	0.82	146	
NGC2814	G	140.29783	64.25319	13.77	V	1.05	0.23	179	
NGC2815	G	139.08229	-23.63325	11.86	V	3.51	1.41	13	
NGC2817	G	139.29387	-4.75211	13.68	B	1.37	1.27	0	
NGC2818	PN	139.00625	-36.62694	11.60	V	0.83			
NGC2818A	Cl+N	139.02554	-36.62692	12.50	B	6.90			
NGC2819	G	139.53871	16.19811	14.22	B	1.44	1.08	57	
NGC2820	G	140.43992	64.25794	12.78	V	3.75	0.35	61	
NGC2820A	G	140.37529	64.23872	15.04	V	0.47	0.16	9	
NGC2821	G	139.19992	-26.81628	13.89	B	2.10	0.44	103	
NGC2822	G	138.45717	-69.64483	11.40	V	3.96	2.72	94	
NGC2823	G	139.82275	34.00817	15.46	B	1.03	0.62	32	
NGC2824	G	139.75929	26.26997	12.67	V	0.97	0.57	159	
NGC2825	G	139.84350	33.74278	15.03	B	1.10	0.55	86	
NGC2826	G	139.85071	33.62400	14.43	B	1.47	0.22	141	
NGC2827	G	139.82921	33.88081	15.44	B	1.02	0.38	5	
NGC2828	G	139.89512	33.88808	15.61	B	0.72	0.44	44	
NGC2829	GPair	139.87792	33.64833			0.60			
NGC2829 NED01	G	139.87629	33.64847	16.67	B	0.48	0.38	30	
NGC2829 NED02	G	139.87975	33.64778	16.92	B	0.40	0.30	176	
NGC2830	G	139.92254	33.73814	14.11	V	1.24	0.24	112	
NGC2831	G	139.93954	33.74500	13.38	V	0.89	0.66	2	
NGC2832	G	139.94525	33.74975	11.79	V	3.20	2.07	172	
NGC2833	G	139.99108	33.92744	15.27	B	1.14	0.54	165	
NGC2834	G	140.01050	33.71047	15.38	B	0.83	0.66	57	
NGC2835	G	139.47046	-22.35467	10.64	V	6.43	3.72	179	
NGC2836	G	138.43583	-69.33475	12.65	B	1.66	0.59	111	
NGC2838	G	140.17933	39.31575	14.45	B	1.28	1.08	123	
NGC2839	G	140.15138	33.65067	14.75	B	1.23	1.17	165	
NGC2840	G	140.21967	35.36828	14.61	B	1.05	0.89	107	
NGC2841	G	140.51096	50.97653	10.18	V	6.90	3.31	147	
NGC2842	G	138.90179	-63.06964	12.49	V	2.25	1.63	107	
NGC2843	G	140.11992	18.92622	16.54	B	0.47	0.26	65	
NGC2844	G	140.45004	40.15125	12.89	V	1.77	0.82	11	
NGC2845	G	139.65296	-38.01008	11.97	V	1.87	1.30	69	
NGC2847	HII	140.03554	-16.51831						
NGC2848	G	140.04096	-16.52606	12.11	V	2.69	2.02	29	
NGC2849	OCl	139.84529	-40.52039	12.50	V	2.40			
NGC2850	G	140.23754	-4.94008	15.00	B	0.90	0.64	17	
NGC2851	G	140.12596	-16.49528	14.33	B	1.43	0.53	8	
NGC2852	G	140.81079	40.16381	14.13	B	0.94	0.89	140	
NGC2853	G	140.82221	40.20006	14.44	B	1.67	0.96	25	
NGC2854	G	141.01296	49.20414	13.76	B	1.28	0.56	52	
NGC2855	G	140.36454	-11.90950	11.05	V	3.45	1.85	120	
NGC2856	G	141.06671	49.24919	13.26	V	1.22	0.58	132	
NGC2857	G	141.15717	49.35706	12.32	V	1.89	1.51	90	
NGC2858	G	140.72921	3.15694	13.94	B	1.76	0.84	116	
NGC2859	G	141.07721	34.51350	10.94	V	3.19	2.78	85	
NGC2860	G	141.22171	41.06019	14.63	B	1.31	0.57	95	
NGC2861	G	140.90208	2.13647	13.06	V	1.28	1.17	50	
NGC2862	G	141.22962	26.77467	13.68	B	2.64	0.50	115	
NGC2863	G	140.90233	-10.43322	13.40	B	1.37	1.18	170	
NGC2864	G	141.06412	5.94117	14.94	B	0.71	0.47	4	
NGC2865	G	140.87587	-23.16144	11.48	V	2.44	2.03	155	
NGC2866	OCl	140.52100	-51.10261			2.70			
NGC2867	PN	140.35404	-58.31167	9.70	V	0.23			
NGC2868	G	140.86342	-10.42950	15.24	B	1.14	0.57	70	
NGC2870	G	141.97392	57.37550	13.87	B	2.44	0.66	121	
NGC2872	G	141.42725	11.43214	11.86	V	1.75	1.55	161	
NGC2873	G	141.45208	11.45422	16.11	B	0.73	0.41	118	
NGC2874	G	141.44721	11.42458	12.48	V	2.04	0.68	38	
NGC2875	Other	141.45337	11.43164						
NGC2876	G	141.30738	-6.71658	14.17	B	1.73	0.98	91	
NGC2877	G	141.44575	2.22911	14.65	B	0.67	0.64	165	
NGC2878	G	141.44775	2.08961	15.05	B	1.04	0.37	173	
NGC2879	Other	141.34383	-11.65150						
NGC2880	G	142.39400	62.49056	11.61	V	2.33	1.40	142	
NGC2881	GPair	141.47583	-11.99389			1.20			
NGC2881 NED01	G	141.47396	-11.99214			0.67	0.32	51	
NGC2881 NED02	G	141.47787	-11.99553	15.93	B	1.17	0.63	167	
NGC2882	G	141.65058	7.95447	13.50	B	1.49	0.75	84	
NGC2883	G	141.32675	-34.10325	13.65	B	2.02	0.80	178	
NGC2884	G	141.60188	-11.55558	13.61	B	2.16	0.76	173	
NGC2885	G	141.82712	23.02011	16.00	V	1.26	0.82	79	
NGC2886	Other	141.66125	-21.73781						
NGC2887	G	140.85021	-63.81256	11.66	V	2.55	1.63	80	
NGC2888	G	141.58196	-28.03508	12.57	V	1.96	1.49	155	
NGC2889	G	141.80246	-11.64342	11.78	V	1.95	1.75	26	
NGC2890	G	141.62433	-14.52869	15.23	B	0.87	0.25	69	
NGC2891	G	141.73596	-24.78303	12.60	V	1.60	1.52	0	
NGC2892	G	143.22054	67.61739	14.36	B	1.40	1.40	0	
NGC2893	G	142.57067	29.53997	13.19	V	1.02	0.82	83	
NGC2894	G	142.37600	7.71883	13.30	B	1.90	0.96	29	
NGC2895	G	143.10438	57.48289	14.62	B	0.91	0.80	65	
NGC2896	G	142.57071	23.66306	14.75	B	1.20	1.20	90	
NGC2897	G	142.44050	2.20681	15.60	B	0.84	0.62	177	
NGC2898	G	142.44308	2.06436	14.83	B	1.04	0.67	124	
NGC2899	PN	141.76233	-56.10603	11.80	V	1.50			
NGC2900	G	142.56329	4.14422	14.55	B	0.99	0.78	86	
NGC2901	Other	143.14271	31.11169						
NGC2902	G	142.72037	-14.73578	13.23	B	1.72	1.41	22	
NGC2903	G	143.04212	21.50083	8.91	V	11.94	5.28	22	
NGC2904	G	142.57083	-30.38503	12.46	V	1.47	1.09	89	
NGC2906	G	143.02592	8.44178	13.17	B	1.36	0.81	71	
NGC2907	G	142.90300	-16.73467	11.63	V	2.82	2.06	112	
NGC2908	G	145.88104	79.70125	14.17	B	0.74	0.52	145	
NGC2910	OCl	142.62092	-52.91400	7.20	V	4.80			
NGC2911	G	143.44213	10.15244	13.18	V	3.46	2.13	135	
NGC2913	G	143.51133	9.47919	14.14	B	1.12	0.69	132	
NGC2914	G	143.51158	10.10858	13.12	V	0.95	0.58	12	
NGC2915	G	141.54804	-76.62633	12.61	V	1.82	0.98	132	
NGC2916	G	143.74000	21.70528	12.08	V	2.40	1.59	16	
NGC2917	G	143.61208	-2.50417	14.36	B	1.34	0.37	170	
NGC2918	G	143.93350	31.70547	13.52	B	1.56	1.06	66	
NGC2919	G	143.69800	10.28372	13.60	V	1.52	0.53	159	
NGC2920	G	143.55104	-20.85906	13.94	B	0.86	0.61	121	
NGC2921	G	143.63167	-20.92036	12.96	B	2.86	0.92	85	
NGC2922	G	144.21863	37.69489	13.64	V	1.07	0.45	99	
NGC2923	G	144.01596	16.76039	15.64	B	0.53	0.31	28	
NGC2924	G	143.79504	-16.39839	13.36	B	2.04	1.62	142	
NGC2925	OCl	143.29550	-53.39597	8.30	V	7.50			
NGC2926	G	144.37921	32.84142	14.44	B	0.83	0.74	120	
NGC2927	G	144.31333	23.59061	13.96	B	1.31	0.78	155	
NGC2928	G	144.29200	16.97719	14.88	B	1.21	0.70	41	
NGC2929	G	144.37421	23.16167	14.48	B	1.10	0.38	144	
NGC2930	G	144.38583	23.20250	14.92	B	0.50	0.22	142	
NGC2931	G	144.40688	23.24075	14.84	B	0.75	0.54	68	
NGC2932	*Ass	143.96508	-46.92450			4.80			
NGC2933	G	144.47917	17.01472	15.02	B	0.97	0.31	31	
NGC2934	G	144.47983	17.05450	17.08	B	0.44	0.31	7	
NGC2935	G	144.18687	-21.12814	11.19	V	4.21	3.16	164	
NGC2936	G	144.43396	2.76081	13.08	V	0.94	0.52	78	
NGC2937	G	144.43762	2.74736	13.66	V	0.75	0.54	22	
NGC2938	G	144.59913	76.31956	14.33	B	1.24	0.85	97	
NGC2939	G	144.53363	9.52153	13.56	B	2.12	0.74	154	
NGC2940	G	144.52163	9.61672	14.77	B	0.97	0.77	91	
NGC2941	G	144.60087	17.04444	15.08	B	0.70	0.57	167	
NGC2942	G	144.78317	34.00633	12.89	V	1.67	1.32	152	
NGC2943	G	144.63696	17.03131	13.75	B	2.16	1.08	128	
NGC2944	GPair	144.82583	32.30833			1.00			
NGC2944 NED01	G	144.82550	32.31044	14.88	B	0.91	0.29	100	
NGC2944 NED02	G	144.83171	32.30600	17.64	B	0.32	0.19	161	
NGC2945	G	144.42137	-22.03506	13.34	B	1.66	1.31	160	
NGC2946	G	144.75658	17.02533	14.79	B	1.10	0.34	15	
NGC2947	G	144.02412	-12.43672	12.76	V	1.63	1.20	28	
NGC2948	G	144.74662	6.95544	13.75	B	1.43	0.78	1	
NGC2949	GPair	144.98438	16.78744	15.50	B	0.42	0.31	15	
NGC2950	G	145.64646	58.85128	11.03	V	2.62	1.65	142	
NGC2951	GPair	144.91833	-0.23528	15.10	B	1.34	0.51	85	
NGC2952	G	144.40413	-10.18339	15.11	B	0.80	0.55	90	
NGC2953	Other	145.07933	14.83269						
NGC2954	G	145.10029	14.92264	12.39	V	1.43	0.99	155	
NGC2955	G	145.31925	35.88228	12.89	V	1.59	0.87	160	
NGC2956	G	144.82104	-19.10108	15.30	B	0.86	0.38	58	
NGC2957	GPair	146.82042	72.98500			1.00			
NGC2957 NED01	G	146.81571	72.98606	16.00	B	0.91	0.33		
NGC2957A	G	146.82500	72.98408	15.35	B	0.77	0.34	49	
NGC2958	G	145.17342	11.88842	13.96	B	0.98	0.72	10	
NGC2959	G	146.28737	68.59458	12.69	V	1.38	1.17	113	
NGC2960	G	145.15158	3.57700	15.00	V	1.11	0.86	40	
NGC2961	G	146.34363	68.60828	14.70	V	0.86	0.32	145	
NGC2962	G	145.22471	5.16581	11.88	V	2.31	1.16	2	
NGC2963	G	146.96008	72.96439	14.24	B	1.18	0.64	158	
NGC2964	G	145.72596	31.84739	11.37	V	2.92	2.18	97	
NGC2965	G	145.82979	36.24781	14.70	V	1.30	0.92	77	
NGC2966	G	145.54783	4.67314	14.23	B	2.12	0.68	76	
NGC2967	G	145.51371	0.33644	11.61	V	2.14	2.01	135	
NGC2968	G	145.80004	31.92869	11.73	V	2.48	1.63	54	
NGC2969	G	145.47708	-8.60300	13.73	B	1.32	0.60	25	
NGC2970	G	145.87946	31.97697	13.64	V	0.85	0.75	67	
NGC2971	G	145.94217	36.17936	14.83	B	1.13	0.78	131	
NGC2972	OCl	145.04800	-50.32094	9.90	V	3.60			
NGC2973	Other	145.39479	-30.04839						
NGC2974	G	145.63867	-3.69914	10.89	V	3.48	2.13	44	
NGC2975	G	145.31696	-16.67439	15.79	B	0.84	0.63	80	
NGC2976	G	146.81442	67.91639	10.16	V	5.77	3.01	143	
NGC2977	G	145.94288	74.86022	13.27	B	2.08	1.05	145	
NGC2978	G	145.82000	-9.74589	13.97	B	1.07	0.87	112	
NGC2979	G	145.78604	-10.38325	14.00	B	2.06	1.25	21	
NGC2980	G	145.79988	-9.61239	12.99	V	1.79	0.86	164	
NGC2981	G	146.23571	31.09783	14.82	B	1.06	0.70	86	
NGC2982	OCl	145.50033	-44.02714			4.20			
NGC2983	G	145.92125	-20.47719	11.87	V	2.37	1.16	86	
NGC2984	G	145.91825	11.06086	14.30	B	0.85	0.83	155	
NGC2985	G	147.59263	72.27864	10.51	V	3.61	2.92	177	
NGC2986	G	146.06683	-21.27800	10.64	V	4.81	3.85	42	
NGC2987	G	146.42279	4.94183	13.93	B	1.31	0.60	163	
NGC2988	G	146.69988	22.01214	15.28	B	0.91	0.33	37	
NGC2989	G	146.35508	-18.37392	13.37	V	1.69	1.16	38	
NGC2990	G	146.57150	5.70881	12.76	V	0.93	0.44	86	
NGC2991	G	146.70883	22.01394	12.64	V	0.99	0.80	124	
NGC2992	G	146.42521	-14.32639	13.10	V	2.92	0.69	17	
NGC2993	G	146.45137	-14.36831	12.64	V	1.36	1.13	94	
NGC2994	G	146.81712	22.08950	13.08	V	0.95	0.52	127	
NGC2995	*Ass	145.99621	-54.59694						
NGC2996	G	146.62575	-21.57161	13.66	B	1.36	1.36	150	
NGC2997	G	146.41163	-31.19108	9.41	V	10.26	6.21	97	
NGC2998	G	147.18179	44.08144	12.54	V	2.44	1.23	54	
NGC3001	G	146.57775	-30.43747	11.57	V	3.02	2.26	5	
NGC3003	G	147.15021	33.42150	11.78	V	4.74	1.06	79	
NGC3005	G	147.31196	44.13131	14.94	B	1.14	0.30	150	
NGC3006	G	147.32225	44.02581	15.57	B	0.82	0.29	83	
NGC3007	G	146.94008	-6.43817	14.41	B	1.61	0.78	81	
NGC3008	G	147.39275	44.10269	15.23	B	0.75	0.47	136	
NGC3009	G	147.54638	44.29506	14.31	B	0.77	0.74	60	
NGC3010	G	147.63813	44.31439	16.23	V	0.98	0.58	47	
NGC3010A	G	147.64404	44.32342	14.87	B	0.39	0.20	125	
NGC3010C	G	147.66413	44.33097	15.59	B	0.68	0.51	36	
NGC3011	G	147.42167	32.22111	14.35	B	0.82	0.69	61	
NGC3012	G	147.46712	34.71411	14.70	B	1.24	1.18	145	
NGC3013	G	147.53900	33.56933	15.57	B	0.81	0.56	64	
NGC3014	G	147.28187	-4.74294	14.76	B	0.93	0.49	154	
NGC3015	G	147.34550	1.14542	14.27	B	0.53	0.40	92	
NGC3016	G	147.46108	12.69522	13.70	B	1.12	0.95	71	
NGC3017	G	147.26267	-2.82181	14.41	B	1.02	0.88	87	
NGC3018	G	147.42271	0.62125	13.88	B	1.17	0.54	28	
NGC3019	G	147.53004	12.74614	15.11	B	0.76	0.49	33	
NGC3020	G	147.52750	12.81364	13.28	B	2.34	1.28	100	
NGC3021	G	147.73812	33.55364	12.42	V	1.36	0.81	110	
NGC3022	G	147.41354	-5.16658	14.46	B	1.70	1.56	0	
NGC3023	G	147.46912	0.61817	12.70	V	1.82	0.94	80	
NGC3024	G	147.61413	12.76550	13.80	B	1.71	0.50	124	
NGC3025	G	147.37108	-21.74225	13.95	B	1.59	1.05	118	
NGC3026	G	147.73071	28.55111	13.78	B	2.22	0.60	82	
NGC3027	G	148.91917	72.20356	11.76	V	3.35	1.27	128	
NGC3028	G	147.47600	-19.18417	13.56	B	1.08	0.84	70	
NGC3029	G	147.22508	-8.05094	14.01	V	1.35	0.87	140	
NGC3030	G	147.54383	-12.22642	14.41	B	1.24	0.92	137	
NGC3031	G	148.88821	69.06531	6.92	V	21.63	11.25	157	Bode's Galaxy
NGC3032	G	148.03396	29.23622	13.09	V	1.43	1.31	90	
NGC3033	OCl	147.14600	-56.43006	8.80	V	4.80			
NGC3034	G	148.96971	69.67939	8.30	V	10.99	5.11	66	Cigar Galaxy
NGC3035	G	147.97929	-6.82292	13.50	V	1.47	1.19	0	
NGC3036	OCl	147.31621	-62.67558			4.80			
NGC3037	G	147.85008	-27.01111	13.72	B	1.29	1.13	57	
NGC3038	G	147.81438	-32.75256	11.69	V	2.80	1.69	126	
NGC3039	G	148.12363	2.15444	14.25	B	1.32	0.69	16	
NGC3040	GPair	148.26792	19.43722			1.80			
NGC3040 NED01	G	148.26442	19.44258	15.64	B	0.87	0.39	148	
NGC3040 NED02	G	148.27125	19.43217	14.36	B	1.51	0.91	165	
NGC3041	G	148.27975	16.67767	11.55	V	3.22	2.07	93	
NGC3042	G	148.33425	0.69769	13.97	B	1.02	0.74	110	
NGC3043	G	149.06188	59.30711	13.38	B	1.66	0.61	82	
NGC3044	G	148.42033	1.57964	11.94	V	4.20	0.70	114	
NGC3045	G	148.32358	-18.64511	13.77	B	1.43	0.64	20	
NGC3047	GPair	148.62792	-1.28972			1.20			
NGC3047A	G	148.63358	-1.29092	14.54	B	0.60	0.60	30	
NGC3047B	G	148.62288	-1.28806	14.89	B	0.59	0.45	44	
NGC3048	GPair	148.73833	16.45778			1.00			
NGC3048 NED01	G	148.73521	16.45628	15.45	B	0.71	0.40	110	
NGC3048 NED02	G	148.74183	16.45958	16.73	B	0.41	0.28	16	
NGC3049	G	148.70650	9.27108	13.53	B	2.11	1.22	28	
NGC3051	G	148.49433	-27.28633	15.00	V	2.20	1.39	169	
NGC3052	G	148.61638	-18.63889	12.36	V	2.15	1.42	109	
NGC3053	G	148.89004	16.43286	13.64	B	1.59	0.70	139	
NGC3054	G	148.61917	-25.70344	11.48	V	3.56	2.18	112	
NGC3055	G	148.82525	4.27003	12.06	V	1.96	1.11	63	
NGC3056	G	148.63700	-28.29819	11.70	V	2.26	1.39	20	
NGC3057	G	151.41400	80.28569	13.09	V	1.45	0.92	8	
NGC3058	GPair	148.39896	-12.48156			1.40			
NGC3058 NED01	G	148.39646	-12.47908			0.62	0.35	145	
NGC3058 NED02	G	148.40071	-12.48211	14.55	B	1.26	0.48	55	
NGC3059	G	147.53400	-73.92219	11.30	V	3.80	3.56	50	
NGC3060	G	149.08000	16.83122	13.75	B	2.02	0.42	77	
NGC3061	G	149.05004	75.86650	13.48	B	1.58	1.23	140	
NGC3062	G	149.14912	1.42856	15.17	B	0.83	0.40	63	
NGC3064	G	148.92271	-6.36392	14.98	B	1.15	0.33	25	
NGC3065	G	150.48008	72.17033	13.12	V	1.87	1.78	160	
NGC3066	G	150.54613	72.12539	12.89	V	1.12	1.06	75	
NGC3067	G	149.58783	32.36989	12.13	V	2.06	0.66	104	
NGC3068	G	149.66708	28.87756	14.05	V	0.87	0.70	92	
NGC3069	G	149.48625	10.43244	15.02	B	0.86	0.37	166	
NGC3070	G	149.52896	10.35978	12.29	V	1.55	1.28	51	
NGC3071	G	149.72079	31.62031	15.35	B	0.66	0.46	176	
NGC3072	G	149.34954	-19.35497	13.83	B	1.82	0.62	70	
NGC3073	G	150.21700	55.61883	13.43	V	1.20	1.07	130	
NGC3074	G	149.92171	35.39281	12.83	V	1.96	1.69	150	
NGC3075	G	149.73417	14.42047	14.42	B	1.50	0.64	132	
NGC3076	G	149.40675	-18.17869	14.11	B	0.87	0.84	25	
NGC3077	G	150.82946	68.73392	9.88	V	5.21	4.32	49	
NGC3078	G	149.60254	-26.92667	11.16	V	3.04	2.48	177	
NGC3079	G	150.49083	55.67978	10.71	V	8.18	1.29	166	
NGC3080	G	149.98267	13.04383	15.01	V	0.80	0.77	50	
NGC3081	G	149.87308	-22.82628	12.90	V	2.67	1.59	71	
NGC3082	G	149.72113	-30.35769	13.59	B	2.14	0.77	29	
NGC3083	G	149.95696	-2.87747	14.34	B	0.99	0.34	50	
NGC3084	G	149.77675	-27.12881	13.20	B	1.66	1.23	100	
NGC3085	G	149.87158	-19.49228	12.92	V	1.24	0.41	118	
NGC3086	G	150.04579	-2.97617	14.66	B	1.16	0.40	147	
NGC3087	G	149.78608	-34.22522	11.43	V	2.28	2.02	46	
NGC3088	GPair	150.28792	22.40361			2.00			
NGC3088A	G	150.27996	22.40317	14.40	B	1.35	0.83	114	
NGC3088B	G	150.29042	22.40231	15.95	B	0.93	0.26	139	
NGC3089	G	149.90283	-28.33136	13.23	B	1.95	1.13	144	
NGC3090	G	150.12596	-2.96900	12.58	V	1.63	1.30	15	
NGC3091	G	150.05954	-19.63697	11.00	V	3.69	2.18	144	
NGC3092	G	150.19763	-3.01239	14.70	B	1.30	0.50	27	
NGC3093	G	150.22329	-2.97200	15.35	B	0.77	0.36	51	
NGC3094	G	150.35808	15.77008	13.43	B	1.34	0.98	63	
NGC3095	G	150.02429	-31.55286	11.63	V	3.61	1.81	129	
NGC3096	G	150.13796	-19.66197	13.09	V	1.17	1.03	70	
NGC3097	Other	151.06696	60.12578						
NGC3098	G	150.56954	24.71108	11.96	V	2.33	0.50	90	
NGC3099	G	150.65229	32.70672	15.22	B	1.15	0.62	147	
NGC3100	G	150.17017	-31.66453	11.37	V	3.56	2.48	148	
NGC3101	G	150.39763	-2.99442	15.37	B	1.22	0.21	150	
NGC3102	G	151.13233	60.10797	14.23	B	0.98	0.98	110	
NGC3104	G	150.98896	40.75692	12.78	V	2.99	2.03	36	
NGC3105	OCl	150.16467	-54.78769	9.70	V	4.08			
NGC3106	G	151.02187	31.18547	12.42	V	0.89	0.25	124	
NGC3107	G	151.09362	13.62133	13.57	B	0.77	0.63	140	
NGC3108	G	150.62096	-31.67742	11.47	V	2.54	2.22	59	
NGC3109	G	150.77867	-26.15958	10.54	V	16.00	2.74	93	
NGC3110	G	151.00879	-6.47478	13.00	B	1.87	0.90	171	
NGC3111	G	151.53100	47.26264	14.12	B	1.42	1.34	150	
NGC3112	G	150.99658	-20.78181	15.99	B	1.10	0.30	47	
NGC3113	G	151.10879	-28.44403	13.34	B	3.43	1.05	86	
NGC3114	OCl	150.62321	-60.13053	4.20	V	12.30			
NGC3115	G	151.30825	-7.71858	9.09	V	7.10	3.01	43	Spindle Galaxy
NGC3116	G	151.68771	31.09772	15.23	B	0.70	0.64	45	
NGC3117	G	151.54375	2.91286	14.52	B	0.96	0.91	110	
NGC3118	G	151.79808	33.02739	14.31	B	2.08	0.44	39	
NGC3119	G	151.71613	14.37353	14.14	B	1.05	0.81	20	
NGC3120	G	151.34600	-34.21994	12.77	V	1.68	1.17	7	
NGC3123	Other	151.75771	0.06714						
